stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
2335,"XOSZK01","Kobylnica/Szkoła",52.4480180000,17.0818760000,B
833,"HEWI02","Hetmańska Wiadukt",52.3821631100,16.9286317900,A
500,"WLOA02","Włościańska",52.4441993600,16.9133433500,A
370,"OSMA02","Os. Marysieńki",52.4619896300,16.9035075400,A
1179,"PRZA02","Prząśniczki",52.4338584900,17.0081972900,A
2277,"WESZK02","Wierzonka/Szkoła",52.4874200000,17.0920900000,C
1737,"PLZCH01","Plewiska/Zachodnia",52.3694219400,16.8211310500,B
2207,"KZLIP01","Koziegłowy/Lipowa",52.4540658000,16.9844318900,B
737,"DRZE02","Drzewieckiego",52.3965305400,16.8671192400,A
469,"ESTO02","Estońska",52.4425768100,16.9375356900,A
1117,"WYLO01","Wyłom",52.4332335800,16.9206322300,A
689,"DPDOP02","Dopiewiec/",52.3599654400,16.7087657600,C
3638,"SLWY01","Sielawy",52.4476990000,16.9475780000,A
2255,"KXRSP02","Komorniki gm.Kleszczewo/RSP",52.3334087300,17.1111046500,B
1857,"CRPRZ01","Cerekwica/Przybrodzka",52.5187700000,16.6908970000,B
2125,"KXLAS02","Koninko/Las",52.2997180000,17.0308230000,B
1703,"JUNI41","Junikowo",52.3836600000,16.8338300000,A
1655,"TERM02","Termalna",52.4094559300,16.9730751400,A
51,"POLA41","Połabska",52.4352225400,16.9319816600,A
908,"LUPAR02","Luboń/Parkowa",52.3338688062,16.8758507872,B
2589,"PXZEG02","Bytyń/Żeglarska",52.4966370000,16.4966020000,C
2017,"KBLIP02","Kobylniki/Lipowa",52.4721240000,16.7491280000,B
1380,"SWAK02","Św. Antoniego Kościół",52.3641264900,16.9321579200,A
3923,"DPPOR01","Dopiewiec/Poranek",52.3741050000,16.7174770000,C
4473,"WKSKR01","Więckowice/Skrzyżowanie",52.3981260200,16.6383130500,C
2043,"RUNOW02","Rumianek/Nowa I",52.4632074200,16.6385049000,C
974,"LUSZN02","Luboń/Szkolna",52.3427371160,16.8676160668,B
181,"ORZE41","Os. Rzeczypospolitej",52.3853846900,16.9448386200,A
3907,"KDPOP01","Kórnik/Poprzeczna",52.2510633549,17.0843899155,C
211,"OSLE41","Os. Lecha",52.3898114100,16.9776571100,A
3630,"DBROL01","Dąbrowa/Rolna",52.4105483275,16.7516216185,C
3518,"WROB01","Wróblewskiego",52.3640766000,16.8840697000,A
1952,"PMWYS01","Przeźmierowo/Wysogotowska",52.4363947800,16.7726737900,B
631,"BUPO02","Bułgarska/Polska",52.4117817500,16.8691817400,A
802,"RKAP06","Rondo Kaponiera",52.4066642200,16.9133768600,A
2146,"DAPET02","Daszewice/Pętla",52.2958732400,16.9623613000,B
2261,"KYTRA01","Kliny/Trakt",52.4755891600,17.0330154500,C
320,"SZKL02","Szklarniowa",52.4771069700,16.9062235400,A
513,"STKA01","Strzeszyńska",52.4437867700,16.9033139800,A
142,"TERM42","Termalna",52.4091574800,16.9721856000,A
1044,"OKUL01","Okulickiego",52.3599960000,16.8807681800,A
3884,"TADE41","Tadeuszak",52.3737400000,16.9523000000,A
2154,"TUKOS01","Tulce/Kościół",52.3420328900,17.0805671900,B
1427,"AWF02","AWF",52.3997468000,16.9359215600,A
56,"PIAT41","Piątkowska",52.4415302943,16.9112689393,A
2903,"DEKAS04","Dębogóra/Kasztanowa",52.4914314000,17.0959654100,C
4405,"LUDŁU02","Luboń/Długa",52.3407344589,16.8562822581,B
2444,"SEMIO01","Siekierki Wielkie/Miodowa",52.3869170000,17.1599570000,C
4069,"ROMI06","Rondo Minikowo",52.3552922500,16.9423631254,A
1196,"KZSZK02","Koziegłowy/Szkoła",52.4455440000,16.9910140000,B
1554,"SPLA02","Spławie",52.3513448400,17.0228163600,A
1356,"TARN01","Tarnobrzeska",52.3459755700,16.9185824100,A
1385,"ZEGL02","Żeglarska",52.3569383400,16.9240614600,A
1112,"SLKA04","Słowiańska",52.4269517000,16.9193400100,A
69,"RONJ73","Rondo Nowaka-Jeziorańskiego",52.4033902600,16.8889925700,A
2067,"LKGRA02","Lusówko/Grabowa",52.4331928100,16.6396758300,C
4268,"LEPII01","Łęczyca/Podgórna II ",52.3051500000,16.8686800000,B
3676,"PRSOS02","Promnice/Sosnowa",52.5449785500,16.9656800800,C
395,"OSBP02","Os. Batorego Pływalnia",52.4564226900,16.9273779300,A
2060,"LKSZA02","Lusówko/Szantowa",52.4394964500,16.6444631900,C
1509,"FRWO01","Franowo",52.3818772300,17.0006787300,A
996,"SYNZ01","Sycowska II",52.3615147000,16.8365471900,A
1514,"LOPA01","Łopawska",52.3686399200,16.9934813700,A
2992,"UNRU01","Unruga",52.4781924923,16.7646673046,A
2071,"CKJAN01","Ceradz Kościelny/Jankowicka",52.4407770000,16.6025530000,C
704,"ZKBUK01","Zakrzewo/Bukowska",52.4049495700,16.7180501200,C
223,"OSTY42","Os. Tysiąclecia",52.3923968200,16.9720870200,A
1491,"Z I01","Żegrze I",52.3792237500,16.9617591600,A
4468,"MOBE01","Mosty Berdychowskie",52.4051348289,16.9496681193,A
1307,"KAPLA01","Kamionki/Platanowa",52.2891725400,16.9787976000,B
562,"STST01","Stary Strzeszyn",52.4521424700,16.8480803100,A
897,"LELEC01","Łęczyca/Łęczycka",52.3088601620,16.8775183918,B
2465,"SDZUR01","Swarzędz/Armii Poznań/Żurawia",52.3951720000,17.0593690000,B
2707,"SUSUW02","Słupia Wielka/",52.2168629218,17.2193330751,C
819,"LOZO02","Łozowa",52.3677300000,16.9081100000,A
166,"PLBE72","Pl. Bernardyński",52.4044339000,16.9367738700,A
3107,"DOWYZ01","Dopiewo/Wyzwolenia",52.3468413775,16.6900383065,C
523,"DRUS01","Druskienicka",52.4447947700,16.8880587000,A
3102,"KNPER02","Konarzewo/Perłowa",52.3405540348,16.6991732382,C
917,"LUDWA01","Luboń/Dworcowa",52.3400759076,16.8889555035,B
1404,"WARO01","Warowna",52.3676391000,16.9482142200,A
614,"PILO01","Pilotów",52.4277183200,16.8544813100,A
1026,"RAKO03","Rakoniewicka",52.3792719300,16.8792907800,A
1946,"BNPRZ02","Baranowo/Przemysława",52.4339241270,16.7961599449,B
1437,"WIKA01","Wielkopolska",52.4153339000,16.9179643600,A
902,"LUKRE01","Luboń/Kręta",52.3204501904,16.8805584499,B
1253,"ZELA01","Żelazna",52.3919937600,16.9995177000,A
1682,"MT46","Most Teatralny",52.4116770000,16.9144260000,A
2329,"WZCME01","Wierzenica/Cmentarz",52.4664980000,17.0735610000,C
1576,"PROM01","Promienista",52.3959185900,16.8810509200,A
240,"MORO72","Most Św. Rocha",52.4027711600,16.9422831200,A
750,"MATE42","Matejki",52.4052269000,16.8994038000,A
1750,"GLSPO02","Głuchowo/Spokojna",52.3488527775,16.7725478434,C
3823,"CERSP01","Czerwonak/Rondo Spachacza",52.4639731500,17.0010839900,B
1734,"PLPOD02","Plewiska/Podgórna",52.3665765900,16.8247110000,B
2416,"JSTUL01","Jasin/Tulipanowa",52.4094130000,17.1062430000,B
2952,"OSSM02","Os. Śmiałego",52.4553900000,16.9185800000,A
112,"SWCZ71","Św. Czesława",52.3965130000,16.9212750700,A
1188,"KZTDW02","Koziegłowy/Taczaka II",52.4433574000,17.0029086200,B
2588,"BVBYT02","Bytyń/",52.4873340000,16.5044950000,C
2425,"SBDZI01","Sarbinowo/Dzika",52.4238060000,17.1560950000,C
1578,"PALA01","Palacza",52.3883175400,16.8811340200,A
930,"LUSTP04","Luboń/Straż Pożarna",52.3463001780,16.8772675133,B
1770,"RKAP72","Rondo Kaponiera",52.4083727700,16.9127450800,A
3716,"DHKLO04","Dachowa/Klonowa",52.2976754900,17.0984648600,B
2540,"GAPET01","Garby Wielkie/Pętla",52.3722850000,17.0740970000,C
1086,"ARCI02","Arciszewskiego",52.3922059900,16.8859797200,A
1423,"BIEL01","Bielniki",52.3947300000,16.9334860000,A
1683,"MT45","Most Teatralny",52.4117330000,16.9146700000,A
4257,"LEKRZ01","Łęczyca/Krzywa",52.3145800000,16.8762500000,B
97,"GLHE45","Głogowska/Hetmańska",52.3903874400,16.8935347900,A
3305,"LKSTO01","Lusówko/Storczyka",52.4169440000,16.6410610000,C
4382,"GOKA02","Golęcińska",52.4333830000,16.8840260000,A
177,"WIOS71","Wioślarska",52.3930049600,16.9486688200,A
1018,"OSIA01","Ostatnia",52.3729464900,16.8648083500,A
2039,"TPPIA02","Tarnowo Pdg/Piaskowa",52.4590882000,16.6466023900,C
4519,"KJKJI01","Krajkowo/",52.2106566353,16.9392050068,C
148,"PUST42","Pusta",52.4099464000,16.9952376800,A
1681,"DWZA41","Dworzec Zachodni",52.4011157600,16.9102571900,A
1340,"WRPOD02","Wiórek/Podleśna",52.3064890000,16.9088725700,B
559,"KONT01","Kontryma",52.4461675800,16.8570144500,A
4236,"SALUS01","Sady/Lusowska",52.4467323365,16.7236412783,C
3598,"LUPRZ04","Luboń/Przemysłowa",52.3536509049,16.8930285910,B
2530,"ZASPA02","Zalasewo/Spacerowa",52.3810760000,17.0721880000,B
2635,"LKLKK01","Łękno/",52.1640370300,17.1536636500,D
2378,"CEJAG01","Czerwonak/Jagiełły",52.4603589700,16.9877415900,B
941,"LURUT02","Luboń/Rutkiewicz",52.3254589595,16.8875387774,B
1178,"PRZA01","Prząśniczki",52.4338518300,17.0086279000,A
3888,"FALI02","Falista",52.3692700000,16.9493800000,A
3624,"BOPKM01","Bolechowo-Os./PKM",52.5401473401,16.9784010952,C
540,"PDNZ01","Podolańska",52.4368530000,16.8871240000,A
1796,"SZDWO03","Szreniawa/Dworcowa",52.3186180125,16.7921754027,C
2013,"CYLIP02","Chyby/Lipowa",52.4600280000,16.7626670000,B
196,"STMA42","Starołęka Mała",52.3760523200,16.9399538100,A
2731,"RRAT06","Rondo Rataje",52.3962661800,16.9492635400,A
1329,"SYPN02","Sypniewo",52.3079383100,16.9825033600,A
2325,"MAPET01","Markowice/Pętla",52.3124303300,17.2273192200,B
4427,"MICH02","Michałowo",52.3720570000,17.0341110000,A
2104,"KMSTO01","Kaźmierz/Storczykowa",52.5100143100,16.5881489700,C
1749,"GSSZK02","Gołuski/Szkolna",52.3571600000,16.7534100000,C
931,"LUSTP02","Luboń/Straż Pożarna",52.3462640978,16.8790089057,B
1002,"RUDN01","Rudnicze",52.3758228400,16.8437427000,A
4379,"TPSEZ02","Tarnowo Pdg/Sezamkowa",52.4730640000,16.6509500000,C
721,"KWIA02","Os. Kwiatowe",52.3831046778,16.8314895516,A
1283,"WOLK02","Wołkowyska",52.4003547200,16.9686933200,A
416,"ORP02","UAM Os. Różany Potok",52.4666531500,16.9417878300,A
2332,"XOSTA01","Kobylnica/Węzeł",52.4456610000,17.0766050000,B
4074,"GRMEC01","Gruszczyn/Mechowska",52.4296028792,17.0706211088,B
2412,"SDSPR01","Swarzędz/Sporna",52.4090690000,17.0917050000,B
1173,"BOBA02","Bogucin Bałtycka",52.4298729300,17.0090791800,A
1054,"CIES01","Cieszyńska",52.3654909200,16.8943995000,A
62,"PONA72","Polna",52.4142414300,16.8966975400,A
2401,"LWJUT02","Lusowo/Jutrzenki",52.4425080000,16.6911770000,C
4375,"KMIC01","Kmicica",52.3942697974,16.8354593362,A
3077,"MGPOZ01","M. Goślina/Poznańska",52.5736495671,17.0110448254,C
375,"WIET01","Wietrzna",52.4687448900,16.9009097300,A
1097,"KONZ01","Konopnickiej",52.4027790000,16.8996940000,A
1500,"OSZO01","Os. Zodiak",52.3912242300,16.9899634300,A
2511,"ZAOLS02","Zalasewo/Olszynowa",52.3886820000,17.0934280000,B
2665,"RNWIE02","Runowo/Wieś",52.2814345957,17.1217708236,C
782,"WOPO04","Wojska Polskiego",52.4276261200,16.9002674800,A
342,"SZSZ01","Szarych Szeregów",52.4600260500,16.8821202800,A
660,"LAWI02","Ławica",52.4097276800,16.8237694700,A
2542,"GATUL01","Garby Wielkie/Tulecka",52.3700540000,17.0739770000,C
2367,"BWJOD02","Bolechówko/Jodłowa",52.5189228700,16.9948277800,C
6,"MT73","Most Teatralny",52.4103354900,16.9143484000,A
4334,"LITA03","Literacka",52.4408552438,16.8709660337,A
434,"RADO02","Radojewo",52.4967973400,16.9459751900,A
3904,"COEKS02","Chomęcice/S5",52.3333290000,16.7352370000,C
4358,"CMOSR01","Czmoń/Os. Radosne",52.1881493143,17.0502409138,C
410,"OSSM01","Os. Śmiałego",52.4546900000,16.9191800000,A
2085,"TPZIE02","Tarnowo Pdg/Zielona",52.4676634200,16.6570464800,C
730,"WEGO02","Węgorka",52.3923320000,16.8585040000,A
2478,"SDKUT01","Swarzędz/Kościuszki",52.4049440000,17.0804810000,B
1362,"TOMA01","Tomaszowska",52.3438885100,16.9334910300,A
40,"MURA41","Murawa",52.4269504200,16.9359653500,A
1004,"WOLO01","Wołowska",52.3706340200,16.8426570500,A
3312,"GVOSI01","Gaj Wielki/",52.4591930000,16.5769490000,C
4292,"KRPIA02","Krosno/Piaskowa/Tylna",52.2241266133,16.8297186440,C
1081,"GORC21","Górczyn PKM",52.3815782900,16.8809082400,A
108,"KOSI72","Kosińskiego",52.3894310200,16.9183820800,A
1199,"KZOSK02","Koziegłowy/Os. Karolin",52.4440953919,16.9905760850,B
3931,"CEBLE02","Czerwonak/Błękitna",52.4647901200,16.9965194600,B
44,"PZEL41","Przełajowa",52.4252848000,16.9449347600,A
1680,"DWZA42","Dworzec Zachodni",52.4011437400,16.9100521100,A
1885,"RKBOC02","Rokietnica/Boczna",52.5180689000,16.7454575800,B
2521,"SDPRO01","Swarzędz/Zielona",52.3967190000,17.0759180000,B
2306,"ZNNWS01","Zimin/Nowy Świat",52.2920498000,17.1722841500,B
1970,"BTWID02","Batorowo/Widok",52.4218560000,16.7467490000,C
72,"WOJS41","Wojskowa",52.4034107400,16.8924793200,A
2541,"GATUL02","Garby Wielkie/Tulecka",52.3703510000,17.0738340000,C
333,"SLJAG02","Suchy Las/Os. Jagodowe",52.4716052000,16.8673430300,B
2519,"TPGRU01","Tarnowo Pdg/27 Grudnia",52.4723900100,16.6468882600,C
988,"LUFAO01","Luboń/Factory Outlet",52.3542731803,16.8910363199,B
1912,"SOSAN02","Sobota/Sanktuarium",52.5223346500,16.7988325000,B
1017,"KMNZ02","Komornicka",52.3705838100,16.8640463000,A
468,"UMUL04","Umultowska",52.4430685600,16.9303892100,A
1956,"SWKLA01","Swadzim/Kładka",52.4415025500,16.7475773700,B
864,"MORON01","Mosina/Rondo",52.2433893800,16.8474932600,C
4259,"WIPII01","Wiry/PKM II",52.3147400000,16.8669100000,B
102,"AREN42","Arena",52.3977717600,16.8884247200,A
4446,"BLBOL02","Bolesławiec/",52.2124661378,16.7697881791,C
1923,"WYWAR02","Wysogotowo/Warzywna",52.4022543700,16.7904894300,B
275,"ZOWIE01","Złotkowo/Wieś",52.5114700600,16.8395369200,B
531,"STNZ01","Instytut Genetyki",52.4464244500,16.8992914600,A
446,"MAPO01","Maków Polnych",52.4635751200,16.9479684100,A
1447,"ZERO01","Żeromskiego",52.4160765800,16.8921595300,A
3095,"TRCZI01","Trzek/Czereśniowa",52.3587731427,17.1524222827,B
354,"STRS01","Strzeszyn PKM",52.4621111700,16.8666883700,A
668,"ROLW04","Rondo Ławickich Wydm",52.3972220000,16.8023200000,A
3786,"BEDEB01","Biernatki/Dębiecka",52.2302155300,17.1033383400,C
2096,"GRKRE02","Góra/Kręta",52.4793463200,16.6361721100,C
1891,"ZYSWI02","Żydowo/Świetlica",52.5461983200,16.7546028600,B
1732,"PLSLO02","Plewiska/Słoneczna",52.3663613300,16.8319087700,B
3005,"PUWPN02","Puszczykowo/WPN",52.2678012863,16.8450222372,C
1712,"ULAN02","Ułańska",52.3992367700,16.8944296200,A
3804,"RZEG43","Rondo Żegrze",52.3768100000,16.9562000000,A
1972,"BTPOR01","Batorowo/Poranek",52.4219326200,16.7396233700,C
1582,"TOKA01","Tokarska",52.3765997300,16.9137443900,A
137,"ROSR46","Rondo Śródka",52.4099513800,16.9581012000,A
1858,"CRPRZ02","Cerekwica/Przybrodzka",52.5188520000,16.6914440000,B
2140,"TUSZK02","Tulce/Szkoła",52.3449015000,17.0673303800,B
1077,"KORD01","Kordeckiego",52.3876049300,16.8786796700,A
1147,"KORO02","Koronkarska",52.4160584500,16.9593666900,A
2383,"SDCZW01","Swarzędz/Os. Czwartaków",52.4174950000,17.0827340000,B
584,"KIEK02","Kiekrz",52.4736780000,16.7745900000,A
285,"ZLZIE02","Złotniki/Zielona",52.4916171612,16.8410081800,B
2678,"CLKOR02","Czołowo/Kórnicka",52.2228331662,17.0574721198,C
3132,"JAII01","Jasielska II",52.4441970000,16.8928580000,A
2008,"BNUNP02","Baranowo/Uniwersytet Przyrodniczy",52.4479170000,16.7845560000,B
890,"PUZRO02","Puszczykowo/Źródlana",52.2926917600,16.8614444000,C
1679,"WIMO01","Wilków Morskich",52.4779540000,16.7817050000,A
3012,"REMOS02","Rogalinek/Mostowa",52.2496802951,16.8986364651,C
4403,"LUKOM01","Luboń/Komornicka",52.3400488437,16.8590861952,B
2533,"ZAHSZ02","Zalasewo/Heweliusza Szkoła",52.3848580000,17.0687360000,B
486,"SERB02","Serbska",52.4313397800,16.9459041100,A
1976,"BTZAK01","Batorowo/Zakrzewska",52.4242360000,16.7192100000,C
2217,"GWJSN02","Gowarzewo/Jesienna",52.3553068900,17.1162356400,B
658,"PLL01","Port Lotniczy Ławica",52.4135124100,16.8260674400,A
4177,"MWSLO02","Miękowo/Słowackiego",52.4889379498,16.9825922432,C
2450,"PKFOL02","Paczkowo/Folwarczna",52.4026180000,17.1636700000,C
2660,"SCPKM01","Szczodrzykowo/Kórnik PKM",52.2810362700,17.1047215800,C
912,"LUTAR01","Luboń/Targowa",52.3388219268,16.8745521216,B
955,"KOJAL01","Komorniki/Jałowcowa",52.3335710600,16.8307074008,B
3306,"LKSTO02","Lusówko/Storczyka",52.4179440000,16.6410270000,C
2641,"BEJAR02","Biernatki/Jarzębinowa",52.2134840100,17.1172126300,C
893,"PUPKM01","Puszczykowo/PKM",52.2945244600,16.8691190000,C
1855,"PBKOL02","Przybroda/Kolejowa",52.5205310000,16.6629600000,B
1142,"ROSR03","Rondo Śródka",52.4109266900,16.9578971000,A
1398,"STMA01","Starołęka Mała",52.3763782000,16.9399300500,A
624,"SZPI01","Szpitalna",52.4115850000,16.8770010000,A
1419,"OSPO01","Os. Polan",52.3832711600,16.9610202400,A
4125,"PODJ01","Podjazdowa",52.4788520000,16.7787860000,A
2610,"KDBRY02","Kórnik/Bnin Rynek",52.2308231300,17.0954243900,C
4304,"MOSZK02","Mosina/Strzelecka Szkoła",52.2332429903,16.8300728255,C
327,"SLSPR02","Suchy Las/Sprzeczna",52.4746265600,16.8936914100,B
2732,"GDPKM02","Gądki/PKM",52.2992762900,17.0503411900,B
547,"HEZJ02","Hezjoda",52.4447774100,16.8739612700,A
2202,"CEKRE02","Czerwonak/Kręta",52.4753075700,16.9794763200,B
2257,"SHCIN01","Szlachęcin/",52.5601540700,16.9808261900,C
3178,"FIALK02","Fiałkowo/",52.3752089907,16.6567304859,C
691,"DPPRZ02","Dopiewiec/Przejazd Kolejowy",52.3594442900,16.6898690500,C
2015,"WLKE02","Wielkie",52.4650515927,16.7594136120,B
1978,"LWBOC02","Lusowo/Boczna",52.4214597900,16.7179080400,C
2700,"TBTDK01","Trzebisławki/DK",52.2436232510,17.1307581797,C
90,"PAWI71","Park Wilsona",52.3982419000,16.9031573100,A
1061,"OSKO02","Os. Kopernika",52.3850983900,16.8633860200,A
1614,"RJEZ71","Rynek Jeżycki",52.4122357000,16.9039574100,A
683,"DKKAS02","Dąbrówka/Kasztanowa",52.3777388800,16.7432324600,C
1543,"TAKA02","Tarnowska",52.3419996500,17.0099534200,A
2616,"KDWIT02","Kórnik/Bnin Konarska",52.2291462787,17.0870905496,C
526,"SZCM02","Szczawnicka Cmentarz",52.4387770000,16.8899510000,A
1603,"NIEZ02","Niezłomnych",52.4030230600,16.9208396200,A
232,"RSTA46","Rondo Starołęka",52.3795324100,16.9429377900,A
784,"WIKL02","Witosa Kładka",52.4304664700,16.9023393800,A
816,"DEEC01","Dębiec PKM",52.3708661600,16.9011792500,A
2024,"TPKAR02","Tarnowo Pdg/Karolewo III",52.4747929644,16.7019329026,C
950,"WIWIR02","Wiry/Wirowska",52.3264065007,16.8442253288,B
2966,"KOKOL02","Komorniki/Kolejowa",52.3522075400,16.8273563100,B
630,"BUPO01","Bułgarska/Polska",52.4123649800,16.8684411400,A
1382,"SWAN01","Św. Antoniego",52.3640272200,16.9273255500,A
143,"TERM41","Termalna",52.4090358700,16.9722628600,A
1579,"PALA02","Palacza",52.3897404200,16.8835120300,A
1597,"BERG01","Bergera",52.3940352200,16.9158069100,A
1623,"AWF01","AWF",52.3982485100,16.9348113200,A
986,"LUPSZ01","Luboń/Puszkina",52.3527129661,16.8827720844,B
4094,"SMIG01","Śmigi",52.3476261050,16.9662261054,A
1508,"SZCH02","Szwajcarska Centrum Handlowe",52.3847915600,16.9970639400,A
3992,"SWWA01","Św. Wawrzyńca",52.4186898429,16.9026800374,A
1280,"BAKA01","Baraniaka",52.4032789700,16.9555193700,A
73,"OSTR42","Ostroroga",52.4003363100,16.8815419200,A
821,"KASZ02","Kasztanowa",52.3653570000,16.9040990000,A
2898,"SKSZA01","Skórzewo/Szarotkowa",52.3934170000,16.7950910000,B
2305,"KECME02","Krerowo/Cmentarz",52.2899014900,17.1849432000,B
2298,"BUBUG02","Bugaj/",52.3102168400,17.1816930800,B
798,"OSZW01","Os. Zwycięstwa",52.4359415400,16.9255473300,A
1444,"PRNZ02","Przepadek",52.4198483700,16.9216925100,A
981,"LUSIK01","Luboń/Sikorskiego",52.3484378774,16.8733124863,B
2941,"SLNS01","Sławińska",52.4138267290,16.8164958672,A
2668,"PZPZI02","Pierzchno/I",52.2706204457,17.1450139859,C
2042,"RUNOW01","Rumianek/Nowa I",52.4629465300,16.6376637100,C
4355,"RBPOL01","Robakowo/Polna",52.3016916008,17.0630357212,B
4316,"SFSWI03","Świątniki/I",52.2296979551,16.9480152722,C
773,"RYCE01","Rycerska",52.4047114500,16.8673799500,A
1194,"KZPLY02","Koziegłowy/Pływalnia",52.4494240000,16.9921990000,B
1213,"LOMZ01","Łomżyńska",52.4095850100,16.9847628200,A
1747,"GSPET01","Gołuski/Pętla",52.3613408600,16.7570684300,C
1892,"ZYSWI01","Żydowo/Świetlica",52.5467620000,16.7543460000,B
4254,"LEPOG01","Łęczyca/Pogodna",52.3169600000,16.8782700000,B
700,"ZKSPO02","Zakrzewo/Sportowa",52.3928255100,16.7267028700,C
2766,"RODWO02","Rosnówko/Dworcowa",52.2973100000,16.7669900000,C
676,"DBWIL02","Dąbrowa/Leśna",52.3970930000,16.7568120000,C
1484,"LUBU02","Lubuszańska",52.3801304409,16.9743280077,A
3706,"RBWIE02","Robakowo/Wiejska",52.3119412000,17.0714530700,B
2303,"KEKOS02","Krerowo/Kościół",52.2899883100,17.1934393400,B
4079,"KWNY01","Kurcewiczówny",52.3915305945,16.8390306665,A
39,"MURA42","Murawa",52.4268984600,16.9358033000,A
372,"WIED02","Wiedeńska",52.4654699400,16.9047405300,A
1334,"CZGRO01","Czapury/Gromadzka",52.3198030600,16.9223207600,B
1968,"BTBAT02","Batorowo/Batorowska",52.4211329400,16.7546509600,C
3687,"UMSZ02","Umultowo Szkoła",52.4717619468,16.9402823089,A
3631,"DBROL02","Dąbrowa/Rolna",52.4104492511,16.7516806488,C
1490,"Z I02","Żegrze I",52.3789789000,16.9622621700,A
4200,"TPSLO01","Tarnowo Pdg/Słonecznikowa",52.4734580000,16.6640800000,C
2179,"BOPRZ02","Bolechowo/Przejazd",52.5330406000,16.9796078500,C
1325,"GLOS01","Głuszyna OSIR",52.3127100000,16.9691963300,A
440,"BIJES01","Biedrusko/Jesionowa",52.5359212500,16.9434691900,B
2528,"ZARAD02","Zalasewo/Ukośna",52.3847890000,17.0740570000,B
894,"LEWPN01","Łęczyca/WPN",52.3025313034,16.8679554908,B
738,"GROC01","Grochowska",52.3989882300,16.8755711400,A
470,"ESTO01","Estońska",52.4428183200,16.9362230400,A
1899,"ZYPET01","Żydowo/Pętla",52.5472827900,16.7519406500,B
781,"WOPO03","Wojska Polskiego",52.4284803500,16.8973601200,A
2337,"XOLES01","Kobylnica/Leśna",52.4546510000,17.0992000000,B
2281,"KFDWR01","Karłowice/Dwór",52.4940860000,17.1003210000,C
3075,"CESZK04","Czerwonak/Szkolna",52.4655643502,16.9832415760,B
2449,"PKSZK01","Paczkowo/Szkoła",52.4020809983,17.1595797010,C
4335,"LITA01","Literacka",52.4405042134,16.8697411559,A
1023,"SMIE01","Śmiełowska",52.3738876800,16.8769520100,A
2172,"ZSNZ01","Żerniki/Skrzyżowanie",52.3265599102,17.0429654350,B
701,"ZKSPO01","Zakrzewo/Sportowa",52.3933213600,16.7258674700,C
3072,"LUZSK03","Luboń/Zespół Szkół",52.3482935634,16.8972492541,B
4134,"BEOSR02","Biernatki/Ośrodek",52.2213135437,17.1111453779,C
4266,"LESOS02","Łęczyca/Sosnowa",52.3058100000,16.8667400000,B
4075,"SEGO02","Smoluchowskiego",52.3936570958,16.8482098709,A
2061,"LKSZA01","Lusówko/Szantowa",52.4395156300,16.6443722900,C
1515,"TORW01","Torowa Wiadukt",52.3687141600,16.9879418500,A
298,"SLKON02","Suchy Las/Konwaliowa",52.4780036366,16.8696378530,B
21,"KLIN42","Klin",52.4186542100,16.9140014500,A
2649,"KDMOD01","Kórnik/Modrzewiowa",52.2422387500,17.0962690000,C
4401,"LUPOP03","Luboń/Poprzeczna",52.3392820246,16.8648859176,B
1793,"WABRZ02","Walerianowo/Brzozowa",52.3199718459,16.7744072964,C
2246,"NGPAR02","Nagradowice/Park",52.3201232600,17.1497962000,B
1756,"KOTOP02","Komorniki/Topolowa",52.3399213800,16.7961222600,B
1,"FRWO41","Franowo",52.3814339100,17.0003228700,A
1539,"KRWI01","Krzesiny Wiadukt",52.3399782700,16.9996564200,A
4357,"XNSWI01","Konarskie/Świetlica",52.2233939661,17.0406337400,C
175,"SERA72","Serafitek",52.3969309500,16.9457055500,A
1458,"OSSL02","Os. Słowiańskie",52.4260718300,16.9178796000,A
3714,"DHOKE02","Dachowa/Okrężna",52.3040413400,17.0977596500,B
1572,"KOLE01","Kolejowa",52.3873329300,16.9028153600,A
3544,"KOKSW06","Komorniki/Ks.Wawrzyniaka",52.3477710000,16.8023330000,B
4531,"PUSA02","Puszkina",52.4527436201,16.8650482508,A
12,"UP42","Uniwersytet Przyrodniczy",52.4269057500,16.9062196600,A
2153,"WRPOD01","Wiórek/Podleśna",52.3072488100,16.9095126200,B
4365,"SYHUB01","Skrzynki/Św. Huberta",52.2621895414,17.0741038938,C
1768,"RKAP73","Rondo Kaponiera",52.4076135300,16.9134023000,A
214,"PIAR42","Piaśnicka Rynek",52.3877999592,16.9820609709,A
3970,"RBNOW02","Robakowo/Nowina",52.2939258548,17.0725543496,B
387,"SZYM01","Szymanowskiego",52.4605915400,16.9170346000,A
2905,"PRPLN05","Promnice/Północna",52.5417574700,16.9659340400,C
2394,"SDPOL01","Swarzędz/Polna",52.4084140000,17.0841950000,B
3711,"DHWIA02","Dachowa/Wiatrakowa",52.3022397800,17.0878213600,B
2658,"DZLES01","Dziećmierowo/Leśna",52.2709152500,17.0980362200,C
2567,"MGOKR01","M. Goślina/Okrężna",52.5833105100,17.0165526600,C
91,"PAWI72","Park Wilsona",52.3971074100,16.9020603600,A
1333,"BBBAB01","Babki/",52.3177123300,16.9304748000,B
249,"CHWAR01","Chludowo/Wargowska",52.5600632600,16.8342824400,C
873,"PULAS02","Puszczykowo/Nadwarciańska Las",52.2576444900,16.8720841900,C
